,no_bathroom,condition,district,price,no_rooms,ref,estate_type,area,altitude,energy_efficiency,longitude,area_total,area_usage
3,2.0,Usado,Alcântara,430000.0,,11180088,Loja,Alcântara,-9.17925953864096,,38.705430649805,120.0,96.0
4,1.0,Usado,Alcântara,430000.0,,11180110,Loja,Alcântara,-9.17925953864096,,38.705430649805,91.0,73.0
5,1.0,Usado,Alcântara,450000.0,3.0,11180114,Apartamento,Alto Sto Amaro,-9.17925953864096,C,38.705430649805,115.0,105.0
6,2.0,Usado,Alcântara,345000.0,2.0,11180116,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,90.0,81.0
7,4.0,Usado,Alcântara,1220000.0,5.0,11180154,Andar Moradia,Alcântara,-9.17925953864096,B,38.705430649805,361.0,262.0
8,1.0,Novo,Alcântara,260000.0,2.0,11180162,Apartamento,Alcântara,-9.17925953864096,E,38.705430649805,70.0,56.0
9,,Usado,Alcântara,500000.0,,11180183,Prédio,Alcântara,-9.17925953864096,C,38.705430649805,189.0,170.0
11,1.0,Usado,Alcântara,250000.0,2.0,11180226,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,60.0,55.0
12,1.0,Usado,Alcântara,200000.0,2.0,11180240,Apartamento,Alcântara,-9.17925953864096,D,38.705430649805,65.0,58.0
13,,Usado,Ajuda,480000.0,,11180242,Prédio,Ajuda,-9.19932246199107,E,38.7058743895297,236.0,178.0
14,1.0,Usado,Alcântara,275000.0,,11180265,Armazém,Alcântara,-9.17925953864096,,38.705430649805,190.0,175.0
15,1.0,Novo,Alcântara,259000.0,2.0,11190005,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,93.0,80.0
17,2.0,Usado,Alcântara,525000.0,2.0,11190030,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,117.0,110.0
18,2.0,Usado,Ajuda,268000.0,3.0,11190058,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,110.0,95.0
19,2.0,Usado,Ajuda,340000.0,2.0,11190064,Duplex,Ajuda,-9.19932246199107,F,38.7058743895297,101.0,92.0
20,1.0,Usado,Ajuda,270000.0,2.0,11190071,Apartamento,Ajuda,-9.19932246199107,C,38.7058743895297,68.0,62.0
21,1.0,Novo,Alcântara,140000.0,1.0,11190076,Apartamento,Quinta do Jacinto,-9.17925953864096,,38.705430649805,45.0,36.0
22,1.0,Usado,Ajuda,194000.0,2.0,11190077,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,72.0,60.0
23,1.0,Usado,Alcântara,249000.0,2.0,11190080,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,80.0,52.0
24,1.0,Usado,Ajuda,230000.0,2.0,11190082,Apartamento,,-9.19932246199107,C,38.7058743895297,72.0,68.0
25,1.0,Usado,Alcântara,279000.0,2.0,11190085,Apartamento,Alto Sto Amaro,-9.17925953864096,C,38.705430649805,75.0,69.0
26,1.0,Usado,Alcântara,235000.0,2.0,11190093,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,52.0,51.0
27,3.0,Usado,Alcântara,590000.0,3.0,11190095,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,175.0,142.0
28,,Usado,Ajuda,349000.0,,11190096,Prédio,Ajuda,-9.19932246199107,F,38.7058743895297,130.0,90.0
29,2.0,Novo,Ajuda,380000.0,2.0,11190100,Apartamento,Ajuda,-9.19932246199107,,38.7058743895297,70.0,68.0
30,1.0,Novo,Ajuda,208000.0,1.0,11190103,Duplex,Ajuda,-9.19932246199107,F,38.7058743895297,63.0,42.0
31,1.0,Novo,Ajuda,208000.0,1.0,11190104,Duplex,,-9.19932246199107,E,38.7058743895297,63.0,42.0
32,1.0,Usado,Ajuda,215000.0,1.0,11190106,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,55.0,30.0
33,1.0,Novo,Alcântara,145000.0,1.0,11190107,Apartamento,Alcântara,-9.17925953864096,F,38.705430649805,50.0,38.0
36,1.0,Novo,Alcântara,339000.0,3.0,11190113,Apartamento,Alto Sto Amaro,-9.17925953864096,E,38.705430649805,86.0,65.0
37,2.0,Usado,Ajuda,299000.0,3.0,11190114,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,98.0,88.0
38,2.0,Usado,Alcântara,620000.0,6.0,11190116,Apartamento,Alcântara,-9.17925953864096,D,38.705430649805,165.0,138.0
39,2.0,Construção,Alcântara,2500000.0,3.0,11190123,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,260.0,189.0
40,1.0,Construção,Alcântara,1150000.0,2.0,11190136,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,135.0,114.0
41,1.0,Construção,Alcântara,1150000.0,2.0,11190139,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,155.0,108.0
42,,Usado,Alcântara,1750000.0,,11190145,Prédio,Alcântara,-9.17925953864096,,38.705430649805,684.0,650.0
44,2.0,Usado,Alcântara,690000.0,4.0,11190152,Triplex,Alto Sto Amaro,-9.17925953864096,D,38.705430649805,138.0,124.0
45,1.0,Usado,Alcântara,235000.0,1.0,11190154,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,90.0,52.0
47,1.0,Usado,Alcântara,175000.0,3.0,11190162,Apartamento,Alto Sto Amaro,-9.17925953864096,C,38.705430649805,66.0,55.0
48,1.0,Usado,Alcântara,268000.0,2.0,11190166,Apartamento,Alcântara,-9.17925953864096,E,38.705430649805,80.0,67.0
49,1.0,Usado,Alcântara,195000.0,2.0,11190168,Apartamento,Alcântara,-9.17925953864096,E,38.705430649805,64.0,52.0
50,1.0,Novo,Alcântara,220000.0,1.0,11190171,Apartamento,Alto Sto Amaro,-9.17925953864096,,38.705430649805,37.0,30.0
51,5.0,Planta,Ajuda,475000.0,3.0,11190173,Moradia,Ajuda,-9.19932246199107,,38.7058743895297,296.0,121.0
52,1.0,Usado,Ajuda,157500.0,1.0,11190174,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,70.0,37.0
53,1.0,Usado,Ajuda,382000.0,2.0,11190175,Apartamento,Ajuda,-9.19932246199107,C,38.7058743895297,108.0,95.0
54,2.0,Usado,Ajuda,112000.0,,11190177,Loja,Ajuda,-9.19932246199107,,38.7058743895297,145.0,140.0
55,2.0,Usado,Ajuda,395000.0,2.0,11190181,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,75.0,68.0
57,2.0,Usado,Ajuda,336000.0,2.0,11190186,Apartamento,Ajuda,-9.19932246199107,C,38.7058743895297,71.0,71.0
58,1.0,Usado,Alcântara,175000.0,1.0,11190190,Apartamento,Alto Sto Amaro,-9.17925953864096,D,38.705430649805,44.0,40.0
60,,Usado,Alcântara,4400000.0,,11190193,Prédio,Junqueira,-9.17925953864096,E,38.705430649805,1072.0,636.0
61,2.0,Usado,Alcântara,1390000.0,,11190194,Escritório,Alcântara,-9.17925953864096,C,38.705430649805,445.0,445.0
62,1.0,Usado,Alcântara,300000.0,3.0,11190196,Duplex,Alcântara,-9.17925953864096,D,38.705430649805,95.0,80.0
63,1.0,Usado,Alcântara,280000.0,2.0,11190197,Apartamento,Alcântara,-9.17925953864096,E,38.705430649805,70.0,65.0
64,2.0,Usado,Ajuda,297000.0,2.0,11190199,Apartamento,Ajuda,-9.19932246199107,C,38.7058743895297,121.0,120.0
65,1.0,Usado,Ajuda,245000.0,2.0,11190204,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,65.5,58.0
66,2.0,Usado,Ajuda,340000.0,3.0,11190205,Duplex,Ajuda,-9.19932246199107,E,38.7058743895297,127.0,96.0
67,4.0,Usado,Alcântara,890000.0,4.0,11190209,Duplex,Alto Sto Amaro,-9.17925953864096,C,38.705430649805,210.0,179.0
68,2.0,Novo,Alcântara,474500.0,3.0,11190212,Apartamento,Alto Sto Amaro,-9.17925953864096,C,38.705430649805,120.0,99.0
69,,N/D,Ajuda,800000.0,,11190215,Lote,Ajuda,-9.19932246199107,,38.7058743895297,356.0,321.0
70,,N/D,Ajuda,365000.0,,11190216,Lote,Ajuda,-9.19932246199107,,38.7058743895297,161.0,161.0
71,1.0,Usado,Alcântara,215000.0,1.0,11190223,Apartamento,Alto Sto Amaro,-9.17925953864096,E,38.705430649805,50.0,40.0
72,1.0,Usado,Ajuda,159000.0,1.0,11190227,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,50.0,37.0
73,2.0,Novo,Alcântara,319000.0,3.0,11190230,Apartamento,Alcântara,-9.17925953864096,D,38.705430649805,89.0,89.0
74,1.0,Novo,Alcântara,219000.0,1.0,11190232,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,46.0,46.0
75,1.0,Novo,Alcântara,238000.0,2.0,11190234,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,45.0,45.0
76,1.0,Usado,Alcântara,255000.0,2.0,11190247,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,64.33,51.0
77,1.0,Usado,Alcântara,290000.0,,11190248,Loja,Alcântara,-9.17925953864096,D,38.705430649805,87.8,81.0
79,1.0,Usado,Ajuda,215000.0,0.0,11190254,Loft,Ajuda,-9.19932246199107,C,38.7058743895297,48.0,32.0
80,1.0,Novo,Alcântara,235000.0,2.0,11190256,Apartamento,Alto Sto Amaro,-9.17925953864096,D,38.705430649805,52.0,42.0
81,1.0,Novo,Alcântara,238000.0,2.0,11190257,Apartamento,Alto Sto Amaro,-9.17925953864096,E,38.705430649805,50.0,40.0
82,,Novo,Alcântara,1400000.0,,11190270,Prédio,Alcântara,-9.17925953864096,C,38.705430649805,378.0,334.0
83,1.0,Usado,Alcântara,110000.0,1.0,11190271,Apartamento,Quinta do Jacinto,-9.17925953864096,C,38.705430649805,33.0,26.0
84,2.0,Usado,Alcântara,450000.0,2.0,11190273,Apartamento,Alto Sto Amaro,-9.17925953864096,B,38.705430649805,79.62,79.0
86,,Usado,Alcântara,295000.0,2.0,11190278,Andar Moradia,Quinta do Jacinto,-9.17925953864096,,38.705430649805,90.0,90.0
87,1.0,Construção,Alcântara,360000.0,2.0,11190279,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,70.0,70.0
88,1.0,Construção,Alcântara,390000.0,2.0,11190280,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,73.7,73.0
89,1.0,Construção,Alcântara,412500.0,2.0,11190281,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,79.8,79.0
90,1.0,Construção,Alcântara,400000.0,2.0,11190282,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,76.6,76.0
91,1.0,Construção,Alcântara,245000.0,1.0,11190283,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,39.9,39.0
92,1.0,Construção,Alcântara,412500.0,2.0,11190284,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,73.7,73.0
93,1.0,Construção,Alcântara,422500.0,2.0,11190285,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,76.7,76.0
94,2.0,Construção,Alcântara,615000.0,3.0,11190286,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,125.7,125.0
95,2.0,Construção,Alcântara,590000.0,3.0,11190287,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,120.6,120.0
96,4.0,Usado,Belém,1650000.0,3.0,11190290,Moradia,Junqueira,-9.2045445,C,38.6976537,380.0,240.0
97,,Usado,Ajuda,1600000.0,,11190294,Prédio,Ajuda,-9.19932246199107,E,38.7058743895297,327.0,327.0
98,1.0,Construção,Alcântara,245000.0,0.0,11190298,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,39.85,39.0
99,1.0,Usado,Alcântara,245000.0,2.0,11190300,Apartamento,Alto Sto Amaro,-9.17925953864096,C,38.705430649805,56.0,49.0
100,1.0,Usado,Alcântara,235000.0,2.0,11190303,Apartamento,Alcântara,-9.17925953864096,,38.705430649805,70.0,65.0
102,1.0,Usado,Alcântara,315000.0,1.0,11190307,Apartamento,Alcântara,-9.17925953864096,C,38.705430649805,65.0,55.0
103,1.0,Usado,Ajuda,180000.0,2.0,11190308,Apartamento,Ajuda,-9.19932246199107,D,38.7058743895297,50.0,48.0
104,2.0,Usado,Ajuda,215000.0,1.0,11190311,Apartamento,Ajuda,-9.19932246199107,F,38.7058743895297,70.0,70.0
105,2.0,Construção,Alcântara,235000.0,3.0,11190312,Apartamento,Quinta do Jacinto,-9.17925953864096,,38.705430649805,103.0,74.0
106,3.0,Novo,Alcântara,348000.0,3.0,11190313,Apartamento,Alto Sto Amaro,-9.17925953864096,D,38.705430649805,120.0,98.0
107,1.0,Construção,Alcântara,130000.0,2.0,11190314,Andar Moradia,Quinta do Jacinto,-9.17925953864096,F,38.705430649805,96.0,87.0
108,1.0,Usado,Ajuda,207000.0,2.0,11190315,Apartamento,Ajuda,-9.19932246199107,,38.7058743895297,67.0,60.0
110,1.0,Usado,Benfica,135000.0,,27180036,Loja,Benfica,-9.20268058773081,C,38.7512719842608,77.0,
114,1.0,Usado,Benfica,320000.0,2.0,27180156,Apartamento,À Av. Uruguai,-9.20268058773081,D,38.7512719842608,86.0,70.0
115,2.0,Usado,Benfica,430000.0,4.0,27180170,Moradia,Bairro de Santa Cruz,-9.20268058773081,C,38.7512719842608,144.0,140.0
116,1.0,Usado,Benfica,169000.0,2.0,27180172,Duplex,Às Finanças,-9.20268058773081,C,38.7512719842608,70.0,60.0
118,1.0,Renovado,Benfica,220000.0,2.0,27190044,Apartamento,À Igreja,-9.20268058773081,D,38.7512719842608,65.0,60.0
119,1.0,Renovado,Benfica,268000.0,2.0,27190047,Apartamento,À Av. Gomes Pereira,-9.20268058773081,C,38.7512719842608,80.0,78.0
121,1.0,Usado,Benfica,170000.0,2.0,27190052,Apartamento,,-9.20268058773081,C,38.7512719842608,61.0,55.0
123,,N/D,Benfica,747500.0,,27190056,Prédio,Calhariz de Benfica,-9.20268058773081,,38.7512719842608,709.0,651.0
124,3.0,Usado,Carnide,490000.0,3.0,27190059,Apartamento,Carnide,-9.18367662275386,D,38.7605095743108,138.0,124.0
125,1.0,Usado,Benfica,165000.0,2.0,27190061,Duplex,,-9.20268058773081,E,38.7512719842608,70.0,60.0
126,2.0,Usado,Benfica,237500.0,2.0,27190065,Apartamento,,-9.20268058773081,E,38.7512719842608,88.0,85.0
129,2.0,Usado,Benfica,395000.0,3.0,27190076,Apartamento,Benfica,-9.20268058773081,C,38.7512719842608,173.0,154.0
130,2.0,Usado,Benfica,274900.0,3.0,27190080,Apartamento,Benfica,-9.20268058773081,E,38.7512719842608,95.0,90.0
131,2.0,Usado,Benfica,274900.0,3.0,27190081,Apartamento,Benfica,-9.20268058773081,C,38.7512719842608,104.0,85.0
133,2.0,Novo,Benfica,540000.0,4.0,27190089,Moradia,Bairro de Santa Cruz,-9.20268058773081,D,38.7512719842608,123.0,107.0
135,1.0,Renovado,Benfica,230000.0,2.0,27190092,Apartamento,À Av. Uruguai,-9.20268058773081,B,38.7512719842608,70.0,68.0
136,1.0,Renovado,Benfica,145000.0,1.0,27190093,Duplex,Aos Arneiros,-9.20268058773081,C,38.7512719842608,52.0,47.0
138,2.0,Renovado,Benfica,365000.0,3.0,27190097,Apartamento,CP BENFICA,-9.20268058773081,C,38.7512719842608,100.0,95.0
139,1.0,Usado,Benfica,280000.0,2.0,27190098,Apartamento,Às Finanças,-9.20268058773081,,38.7512719842608,88.0,85.0
140,1.0,Usado,Benfica,295000.0,2.0,27190099,Apartamento,Fonte Nova,-9.20268058773081,C,38.7512719842608,76.0,75.0
143,,Usado,Benfica,185000.0,1.0,27190104,Apartamento,,-9.20268058773081,D,38.7512719842608,57.0,54.0
144,2.0,Usado,Benfica,424000.0,3.0,27190107,Moradia em Banda,Bairro de Santa Cruz,-9.20268058773081,E,38.7512719842608,83.0,80.0
145,2.0,Renovado,Benfica,289900.0,3.0,27190110,Apartamento,,-9.20268058773081,D,38.7512719842608,91.0,83.0
147,1.0,Usado,Benfica,219000.0,2.0,27190116,Apartamento,CP BENFICA,-9.20268058773081,D,38.7512719842608,75.0,70.0
148,1.0,Renovado,Benfica,227500.0,2.0,27190117,Apartamento,,-9.20268058773081,D,38.7512719842608,105.0,65.0
149,2.0,Renovado,Carnide,320000.0,3.0,27190119,Apartamento,Quinta da Luz,-9.18367662275386,D,38.7605095743108,93.0,85.0
150,1.0,Usado,Benfica,120000.0,0.0,27190121,Apartamento,Mercado,-9.20268058773081,D,38.7512719842608,38.0,30.0
153,1.0,Renovado,Benfica,249900.0,2.0,27190127,Apartamento,CP BENFICA,-9.20268058773081,D,38.7512719842608,75.0,73.0
155,1.0,Renovado,Benfica,175000.0,1.0,27190134,Apartamento,Benfica,-9.20268058773081,D,38.7512719842608,68.0,47.0
156,3.0,Usado,Benfica,575000.0,3.0,27190135,Apartamento,Calhariz de Benfica,-9.20268058773081,,38.7512719842608,180.0,136.0
157,1.0,Usado,Benfica,250000.0,2.0,27190136,Apartamento,,-9.20268058773081,D,38.7512719842608,75.0,70.0
158,1.0,Usado,Benfica,255000.0,2.0,27190138,Apartamento,À Av. Uruguai,-9.20268058773081,,38.7512719842608,83.0,80.0
159,2.0,Usado,Benfica,360000.0,3.0,27190141,Apartamento,Às Finanças,-9.20268058773081,D,38.7512719842608,130.0,120.0
160,1.0,Renovado,Benfica,272500.0,2.0,27190142,Apartamento,À Igreja,-9.20268058773081,D,38.7512719842608,76.0,76.0
161,2.0,Renovado,Benfica,320000.0,3.0,27190143,Apartamento,Benfica/Mercado,-9.20268058773081,C,38.7512719842608,110.0,100.0
163,2.0,Usado,Parque das Nações,495000.0,,42140039,Loja,Parque das Nações - Expo Norte,-9.093761,E,38.76787,95.0,95.0
166,,Usado,Parque das Nações,13000.0,,42150279,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,14.0,14.0
167,,Usado,Parque das Nações,13000.0,,42150280,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,14.0,14.0
168,,Usado,Parque das Nações,16000.0,,42150281,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,23.0,23.0
169,,Usado,Parque das Nações,13000.0,,42150282,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,12.0,12.0
170,,Usado,Parque das Nações,13000.0,,42150283,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,120.0,120.0
171,,Usado,Parque das Nações,13000.0,,42150285,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,12.0,12.0
172,,Usado,Parque das Nações,13000.0,,42150286,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,12.0,12.0
180,2.0,Usado,Parque das Nações,890000.0,3.0,42170286,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,170.0,170.0
182,2.0,Usado,Parque das Nações,520000.0,2.0,42170334,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,161.0,161.0
184,5.0,Usado,Parque das Nações,950000.0,5.0,42170339,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,250.0,250.0
186,,Usado,Parque das Nações,13000.0,,42170362,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,12.0,12.0
187,4.0,Usado,Parque das Nações,910000.0,5.0,42180070,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,243.0,243.0
188,,Usado,Parque das Nações,590000.0,,42180094,Loja,Parque das Nações - Expo Norte,-9.093761,D,38.76787,149.0,149.0
190,1.0,Usado,Parque das Nações,186000.0,,42180112,Loja,Parque das Nações - Expo Norte,-9.093761,,38.76787,45.0,45.0
191,1.0,Usado,Parque das Nações,336000.0,,42180117,Loja,Parque das Nações - Expo Norte,-9.093761,C,38.76787,91.0,91.0
194,1.0,Usado,Parque das Nações,350000.0,,42180158,Loja,Parque das Nações - Expo Norte,-9.093761,C,38.76787,80.0,80.0
196,1.0,Usado,Parque das Nações,280000.0,1.0,42180175,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,76.0,76.0
198,5.0,Novo,Parque das Nações,1600000.0,7.0,42180185,Apartamento,Parque das Nações - Expo Norte,-9.093761,F,38.76787,378.0,378.0
199,3.0,Usado,Parque das Nações,570000.0,3.0,42180283,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,165.0,165.0
202,3.0,Usado,Parque das Nações,950000.0,4.0,42180342,Apartamento,Parque das Nações - Expo Norte,-9.093761,B,38.76787,159.0,159.0
203,2.0,Usado,Parque das Nações,549000.0,3.0,42180372,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,143.0,143.0
204,2.0,Usado,Parque das Nações,499000.0,2.0,42180374,Apartamento,Parque das Nações - Expo Norte,-9.093761,B,38.76787,105.0,105.0
205,1.0,Usado,Parque das Nações,265000.0,,42180386,Loja,Parque das Nações - Expo Norte,-9.093761,D,38.76787,100.0,100.0
209,,Usado,Parque das Nações,15500.0,,42190026,Garagem,Parque das Nações - Expo Norte,-9.093761,,38.76787,12.0,12.0
210,,Usado,Parque das Nações,12500.0,,42190027,Arrecadação,Parque das Nações - Expo Norte,-9.093761,,38.76787,9.0,9.0
212,,Usado,Parque das Nações,299000.0,,42190030,Loja,Parque das Nações - Expo Norte,-9.093761,C,38.76787,61.0,61.0
213,2.0,Usado,Parque das Nações,415000.0,2.0,42190033,Apartamento,Parque das Nações - Expo Norte,-9.093761,A,38.76787,80.0,80.0
214,3.0,Usado,Parque das Nações,1500000.0,4.0,42190047,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,205.0,205.0
216,2.0,Usado,Parque das Nações,479000.0,2.0,42190068,Apartamento,Parque das Nações - Expo Norte,-9.093761,B,38.76787,100.0,100.0
218,1.0,Usado,Parque das Nações,299000.0,1.0,42190085,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,73.0,73.0
219,3.0,Usado,Parque das Nações,695000.0,3.0,42190094,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,155.0,155.0
220,4.0,Usado,Parque das Nações,1490000.0,5.0,42190104,Apartamento,Parque das Nações - Expo Norte,-9.093761,D,38.76787,207.0,207.0
221,1.0,Usado,Parque das Nações,210000.0,0.0,42190131,Apartamento,Parque das Nações - Expo Norte,-9.093761,A,38.76787,45.0,45.0
222,2.0,Novo,Parque das Nações,372500.0,2.0,42190132,Apartamento,Parque das Nações - Expo Norte,-9.093761,A,38.76787,79.0,79.0
223,2.0,Usado,Parque das Nações,565000.0,3.0,42190146,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,150.0,150.0
227,2.0,Usado,Parque das Nações,480000.0,2.0,42190167,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,110.0,110.0
228,3.0,Usado,Parque das Nações,670000.0,4.0,42190175,Apartamento,Parque das Nações - Expo Norte,-9.093761,D,38.76787,170.0,170.0
229,2.0,Usado,Olivais,255000.0,3.0,42190186,Apartamento,Olivais,-9.1164207458,C,38.7734246363,90.0,90.0
230,1.0,Usado,Parque das Nações,215000.0,0.0,42190188,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,46.0,46.0
232,3.0,Usado,Parque das Nações,1070000.0,4.0,42190193,Apartamento,Parque das Nações - Expo Norte,-9.093761,D,38.76787,170.0,170.0
233,4.0,Usado,Parque das Nações,860000.0,3.0,42190201,Apartamento,Parque das Nações - Expo Norte,-9.093761,B,38.76787,204.0,204.0
234,2.0,Usado,Olivais,360000.0,3.0,42190203,Apartamento,Olivais,-9.1164207458,E,38.7734246363,88.0,88.0
235,,Usado,Parque das Nações,525000.0,,42190206,Loja,Parque das Nações - Expo Norte,-9.093761,C,38.76787,75.0,75.0
236,2.0,Usado,Parque das Nações,475000.0,2.0,42190210,Apartamento,Parque das Nações - Expo Norte,-9.093761,B,38.76787,112.0,112.0
237,2.0,Usado,Parque das Nações,297000.0,,42190215,Loja,Parque das Nações - Expo Norte,-9.093761,C,38.76787,97.0,97.0
238,2.0,Usado,Parque das Nações,482000.0,2.0,42190217,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,100.0,100.0
239,2.0,Usado,Parque das Nações,695000.0,3.0,42190228,Apartamento,Parque das Nações - Expo Norte,-9.093761,,38.76787,142.0,142.0
242,2.0,Usado,Parque das Nações,570000.0,2.0,42190239,Apartamento,Parque das Nações - Expo Norte,-9.093761,D,38.76787,105.0,105.0
243,,Usado,Parque das Nações,640000.0,,42190247,Loja,Parque das Nações - Expo Norte,-9.093761,C,38.76787,127.0,127.0
244,3.0,Usado,Parque das Nações,1280000.0,4.0,42190248,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,200.0,200.0
245,2.0,Usado,Parque das Nações,675000.0,3.0,42190249,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,125.0,125.0
246,2.0,Usado,Parque das Nações,485000.0,3.0,42190257,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,100.0,100.0
249,1.0,Usado,Parque das Nações,319000.0,1.0,42190270,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,68.0,68.0
250,2.0,Usado,Parque das Nações,575000.0,2.0,42190271,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,90.0,90.0
251,3.0,Usado,Parque das Nações,555000.0,3.0,42190272,Apartamento,Parque das Nações - Expo Norte,-9.093761,C,38.76787,148.0,148.0
255,3.0,Novo,Santa Maria Maior,650000.0,4.0,89160272,Duplex,Alfama,-9.1361634,F,38.7113522,107.6,97.0
256,2.0,Novo,Santa Maria Maior,495000.0,2.0,89160274,Apartamento,,-9.1361634,D,38.7113522,70.0,62.0
257,,Novo,Santa Maria Maior,730000.0,,89160275,Loja,,-9.1361634,,38.7113522,90.0,76.0
258,1.0,Usado,Penha de França,495000.0,,89170037,Armazém,,-9.12275614738462,,38.7259997649259,860.0,774.0
259,2.0,Usado,Penha de França,268000.0,2.0,89170237,Apartamento,,-9.12275614738462,C,38.7259997649259,95.0,85.0
260,1.0,Novo,São Vicente,225000.0,1.0,89170258,Apartamento,São Vicente,-9.1292361,C,38.7195503,62.0,53.0
261,1.0,Usado,Santa Maria Maior,185000.0,1.0,89180033,Apartamento,Alfama,-9.1361634,C,38.7113522,38.0,34.0
262,,Usado,Santa Maria Maior,690000.0,,89180117,Prédio,,-9.1361634,D,38.7113522,272.0,247.0
263,2.0,Novo,Santa Maria Maior,672000.0,2.0,89180165,Apartamento,Mouraria,-9.1361634,,38.7113522,88.0,88.0
264,1.0,Usado,Santa Maria Maior,287000.0,2.0,89180171,Apartamento,,-9.1361634,C,38.7113522,46.0,41.0
265,1.0,Usado,Santa Maria Maior,259000.0,3.0,89180220,Apartamento,Alfama,-9.1361634,E,38.7113522,47.0,42.0
266,,Usado,Penha de França,220000.0,,89180221,Prédio,,-9.12275614738462,,38.7259997649259,225.0,205.0
267,2.0,Usado,Santa Maria Maior,650000.0,2.0,89180224,Apartamento,Castelo,-9.1361634,D,38.7113522,103.0,93.0
268,2.0,Usado,Santa Maria Maior,2600000.0,2.0,89180234,Moradia,Alfama,-9.1361634,A,38.7113522,282.5,272.0
274,2.0,Usado,Beato,262500.0,,89180286,Loja,Olaias,-9.11273002616667,,38.7260490796279,175.0,160.0
275,2.0,Usado,Santa Maria Maior,380000.0,3.0,89180287,Apartamento,Castelo,-9.1361634,,38.7113522,71.5,65.0
276,,Usado,Santa Maria Maior,2750000.0,,89180290,Prédio,Castelo,-9.1361634,,38.7113522,1000.0,950.0
277,,Novo,Santa Maria Maior,125000.0,0.0,89180291,Apartamento,Alfama,-9.1361634,,38.7113522,42.0,38.0
279,,Construção,Santa Maria Maior,870000.0,,89180297,Prédio,,-9.1361634,,38.7113522,320.0,300.0
280,1.0,Usado,São Vicente,380000.0,3.0,89180299,Apartamento,Graça,-9.1292361,E,38.7195503,90.0,85.0
